Date,Title,Close
2015-07-02,Lenders nod BSL Rs 30 K crore loan restructuringShort India Baroda Kunal Bothra Q1 muted see 20 profit fall PSU banks Nomura,141.550003
2015-06-30,Ease Biz Com Min starts online payment facility,138.800003
2015-06-29,union demands merger Dhanlaxmi PSB,137.550003
2015-06-25,ICICI gets inquiries sale housing finance armGo long Punjab says Siddarth Bhamre,138.199997
2015-06-17,Wont many slippages Q1 like last year,132.449997
2015-06-15,Economic growth end banks NPLs next 3 yrs Experts,130.399994
2015-06-12,Q1 profit seen 21 provisions may fall Poll,131.899994
2015-06-11,identifies 400 wilful defaulters sell 3K crore NPAsWill end fiscal good results Hail PNBs lower slippages wont upgrade yet Experts Q1 profit halves Rs 721 cr asset quality improves AprJun net may dip 581 Rs 5883 cr Motilal Oswal,132.449997
2015-06-09,Buy BoB Aug futures sell Aug futures TS Harihar Will refinance Rs 3k cr loans Q2 slippages ease Stay Union Sudarshan Sukhani may take steelmakers recover debt,136.25
2015-06-08,Avoid PSU banks prefer private banks Sudarshan Sukhani,138.300003
2015-06-04,Axis top pick says Rahul Mohindar Buy 150 Call sell 160 Call VK Sharma Above Rs 145 may test Rs 159 Rajat Bose,144.850006
2015-06-03,Super Six stocks bet August 3,149.850006
2015-06-02,cuts fixed deposit rate 050,151.75
2015-05-28,Buy BoB dips Sudarshan Sukhani Punjab cuts FD rate 050,156.25
2015-05-27,pays Rs 36632 cr dividend govt FY15Buy Punjab 165 Call VK Sharma,153.25
2015-05-26,Sell Punjab target Rs 140 Pritesh Mehta,150.25
2015-05-13,Oriental Commerce cuts lending rate 01,144.850006
2015-05-12,CEOs remaining PSBs public sector talent pool Govt,142.75
2015-05-11,United cuts interest rates select maturitiesPunjab may hit Rs 155 Nitin Kumar Prefer Union Hemant Thukral Avoid Baroda says Sudarshan Sukhani Prefer Union BoB Sandip Sabharwal Punjab appoints Usha Ananthasubramanian MD CEO,149.100006
2015-05-08,Top buzzing midcap stocks trade August 18 New CEO promises innovative ways tackle NPA issue,145.699997
2015-05-07,Corporation cuts base rate 010Invest Kotak Mahindra Gaurang Shah,155.949997
2015-05-04,Govt infuse Rs 1140 cr capital Allahabad Corp Bk,166.649994
2015-04-27,Despite rising NPAs PNBIDBI sell bad loans ARCs,159.649994
2015-04-17,Pair Trade Buy sell Baroda Way2Wealth,163.25
2015-04-16,Buy Cipla Wipro Infosys like BoB Rahul Mohindar,161.949997
2015-04-15,Govt infuse Rs 947 crore BankPrem Narain ceases director PNBPunjab Banks EGM Sept 28 2015,166.699997
2015-04-13,Banks crash Nomura says base rate cut likely hit NIMLook BoB BOI Kunal Bothra weakest amongst state banks due NPLs Fitch,165.600006
2015-04-10,Buy BPCL Hemen Kapadia,163.600006
2015-04-06,Buy JSW Steel Punjab Kunal Bothra HDFC bounce back trade positive bias Bhamre Go long target Rs 138140 Siddarth Bhamre,148.649994
2015-04-01,LIC infuse Rs 143 cr Corporation,151.949997
2015-03-31,Like Baroda Jigar Shah BoB YES worth buying Sudarshan Sukhani,144.399994
2015-03-27,Keep HDFC BoB portfolio Rahul Mohindar,146.75
2015-03-26,Dena shareholders approve Rs 407cr share issue govt,148.149994
2015-03-25,Corp raise Rs 857 cr issuing pref shares govt,155.5
2015-03-23,IDBI cuts base rate 25 bps 975Punjab allots 1090cr equity shares GoIPSU banks look attractive prefer OBC Sukhani,163.100006
2015-03-16,Kotak Mahindra YES cut base rate 25 bps,167.449997
2015-03-12,HDFC slashes lending rate 025 965,166.149994
2015-03-09,Maha gets nod raise Rs 394 cr equity sharesBuy opportunity BoB Sudarshan Sukhani,161.449997
2015-03-05,Prefer RComm look TVS Motor BoB Kiran Jadhav Prefer BoB Andhra Sukhani,163.300003
2015-03-03,Arcil net profit jumps 7fold Rs 67 crore 201415Go long target Rs 149150 Siddarth Bahmre,169.25
2015-03-02,Maharashtra Bk allots 1052 cr shares govt Rs 394 cr,165.75
2015-02-27,Punjab Banks Q2 results November 06 2015Prefer long side Siddarth Bhamre,166.149994
2015-02-26,Punjab Updates Outcome EGM,159.550003
2015-02-24,Sell Baroda advises Sudarshan Sukhani,161.350006
2015-02-18,HDFC ranked 27th safest globally The Banker,167.949997
2015-02-16,Super Six trading ideas day,166.649994
2015-02-12,PSU banks part portfolio says Neeraj Dewan Target 283 NIMs focus retail biz Punjab Bk Q2 profit rises 8 income tanks NPA falls QoQ Q2 profit seen 62 interest reversals may hurt NII,166.149994
2015-02-11,See lower levels ICICI PSU banks Sukhani,168.800003
2015-02-10,Buy Allcargo Logistics Rel Infra Pritesh Mehta Accumulate target Rs 140Prabhudas LilladherBulls Eye Buy DCB Voltas Dish TV sell DLF,166.199997
2015-02-06,Punjab may test Rs 147148 Rajat Bose,170.449997
2015-02-05,Stay invested Pankaj Jain Prefer Axis says Sudarshan Sukhani,171.399994
2015-02-03,Citi offer Swifts services Indian firmsBuy PSU banking stocks says Sukhani,176.850006
2015-02-02,Citi offer Swifts services Indian firms,191.800003
2015-01-30,Punjab Banks EGM January 02 2016Buy Punjab Prakash Gaba Buy 140 Call advises VK Sharma,189.649994
2015-01-28,Buy target Rs 154 Sameet Chavan Buy Oriental Commerce target Rs 170 Rahul Shah Prefer Punjab Sudarshan Sukhani,206.699997
2015-01-23,Axis worthy picks Rahul Mohindar,207.149994
2015-01-22,ICICI may test Rs 245250 Rahul Mohindar,212.800003
2015-01-21,Jugnoo partners Piaggio easy auto finance,216
2015-01-20,waives ATM charges Chennai NHB chips,209.25
2015-01-19,Prefer Axis ICICI Mayuresh Joshi support Rs 118119 Hemant Thukral Bulls Eye Buy HPCL TCS IGL Voltas Gati sell,207.850006
2015-01-16,Sell Syndicate BHEL Chandan Taparia Expect short covering rally BOI says Siddarth Bhamre Despite gloom NPAs banks could good bargains,205.050003
2015-01-15,Bulls Eye Buy Divis Lab Hexaware Eveready JB Chem,210.050003
2015-01-14,Buy Rel Communications sell Manas Jaiswal Look Punjab Siddarth Bhamre Exit around Rs 130135 Sameet Chavan,203.050003
2015-01-13,Buy NTPC Hero Motocorp sell Sudarshan Sukhani Sell Punjab target Rs 115 Chandan Taparia,207.350006
2015-01-12,Look Baroda Ambareesh Baliga,208.949997
2015-01-09,Stay away PSU banking stocks SP Tulsian,206.600006
2015-01-07,IDBI gets Rs 2229 crore capital infusion govt,203.850006
2015-01-05,Siddarth Bhamre negative PSU Banks Sell target Rs 111 Chandan Taparia Short Punjab says Sudarshan Sukhani Punjab may slip Rs 102 Shubham Agarwal,217.75
2016-12-27,Sell Punjab says Gaurav Bissa,116
2016-12-23,Sell India Voltas Ashish Kyal Sell Punjab advises Chandan Taparia Sell head Rs 95 Shubham Agarwal Short Hero Motocorp test Rs 100 Prakash Gaba,120
2016-12-21,BoB may test Rs 140 expect correction Tata Steel Rajat Bose,120.550003
2016-12-20,Sell Punjab says Chandan Taparia,121.449997
2016-12-19,Bajaj Hindusthan appoints Binod Kumar Modi directors,124.349998
2016-12-15,Exit Punjab pick IndusInd Prakash Gaba Exit prefer Kotak Mahindra Prakash Diwan,126.300003
2016-12-13,Short ICICI target Rs 236 like Rajat Bose Sell Larsen Toubro Rajat Bose,129.399994
2016-12-06,Book profits Axis around Rs 429 Rajat Bose,134.050003
2016-12-05,Buy Tech Mahindra Reliance Industries Rajat Bose,135.649994
2016-11-30,Sell buy Sun Pharma Reliance Industries Sukhani,138.149994
2016-11-29,Buy BoB Sudarshan Sukhani,136.100006
2016-11-28,Bulls Eye Buy Infosys UPL SAIL sell Lupin Titan,137.100006
2016-11-21,Bulls Eye Buy IRB Infra HDIL SAIL Ceat CESC Godrej,136.449997
2016-11-18,mops Rs 1500 cr BaselIII compliant bondsIn talks BoB BoI refinance Mudra CEO,149.75
2016-11-17,Q3 profit seen 13 provisions asset quality key Buy Punjab target Rs 104 Chandan Taparia Buy Jet Airways advises Sudarshan Sukhani Buy Vedanta Hindalco looks good Rajat Bose,147.600006
2016-11-16,Asset quality pain yet see 1011 Q4 credit growthPNB Q3 net sinks 934 Rs 51cr provisions climb 100,148.800003
2016-11-15,Buy target Rs 120 EdelweissBuy target Rs 100 KRChokseyShort Dr Reddys LIC Housing Finance Coal India Prakash Gaba PSU banks post losses Q3 bad loans mount,154.699997
2016-11-10,Short Tata Motors may test Rs 70 LT Fin looks weak Gaba,159.300003
2016-11-09,auction Kingfisher House March 17,142.199997
2016-11-08,UB Holdings didnt honour corporate guarantee commitment,140.600006
2016-11-07,Remain invested says Pankaj Jain Asian Paints may test Rs 866 HDFC Rs 1010 Rajat Bose,140.449997
2016-11-04,Four banks plan sell Kingfisher Airlines assets ARCsPNB looking offloading stake subsidiaries raise fundMallya defiant defaulter tagsays,131.649994
2016-11-03,says 904 wilful defaulters owe Rs 10869 crore declares 900 firms wilful defaulters owe Rs 11000 crSell Pidilite Industries Rajat Bose Buy UltraTech Biocon CESC sell Engineers India OBC Gujral,133.149994
2016-11-02,Sell Voltas Crompton Greaves BHEL Sudarshan Sukhani,136.699997
2016-10-27,USL appoints M K Sharma new chairman,141.800003
2016-10-24,seeks Mallyas arrest Kingfisher loan default case,147.050003
2016-10-21,Short Maruti Suzuki says Rajat Bose,147.550003
2016-10-20,Tribunal bars Mallya accessing 75mn Diageo deal,145.850006
2016-10-18,Tara Chand Jhalani ceases director Punjab BankUBI says efforts declare Mallya wilful defaulter,140.800003
2016-10-13,Pick Aurobindo Pharma Tech Mahindra Prakash Gaba,137.949997
2016-10-04,Buy Va Tech Wabag TVS Motor Pritesh Mehta Buy Sobha ITC Punjab Ashwani Gujral,145.699997
2016-10-03,Short Lupin Britannia may test Rs 2550 Prakash Gaba,143.350006
2016-09-29,becomes top mobiliser Gold Monetisation Scheme,136.600006
2016-09-28,Buy KPIT Tech Divis Lab BoB Sudarshan Sukhani,146.5
2016-09-26,Heres SP Tulsian makes ICICI TVS Motor earnings,140.149994
2016-09-23,Buy Shriram Transport SKS Micro DLF Titan sell Taparia,139.300003
2016-09-22,SP Tulsians views Glenmark NBFC space PSUs,141.149994
2016-09-14,Buy BoB Ambareesh Baliga Targeting recovery loans worth Rs 1520k crore FY17 Enough enough far GST proceedings go Arun Jaitley Punjab Outcome board meetingWorst may face softer quarters ahead Experts Q4 loss Rs 5367 cr provisions rise 3fold Rs 10485 cr,141.899994
2016-09-12,Buy target Rs 120 EdelweissSell Andhra CA Rudramurthy,137.199997
2016-09-09,retest Rs 150 says Ashwani Gujral,144.850006
2016-09-08,Punjab Banks analysts meet May 24 2016,142.600006
2016-09-07,Will keep away troubled sectors like steel,139.199997
2016-09-06,Checkout Tulsians views Ujjivan ONGC,132.699997
2016-09-01,may test Rs 81 Tata Motors Rs 412 Prakash Gaba PSU banks install nearly 14000 ATMs FY16 miss target,125.75
2016-08-31,SP Tulsians views Tata Motors PVR Rel Comm,127.550003
2016-08-30,revises MCLR ratesPrefer Kotak Mahindra target Rs 800 Amit Gupta,127.050003
2016-08-24,SP Tulsians views Godrej Cons Coal India pvt PSU banks Sell Allahabad Reliance Capital CA Rudramurthy BV FMCG stocks Indiabulls Housing head higher Sukhani Banks revise MCLRbased lending rates June,126.349998
2016-08-22,Buy Raymond Radico Khaitan short Glenmark Amit Harchekar Buy UPL Maruti Suzuki may test Rs 19550 Rajat Bose,127.449997
2016-08-19,Punjab Banks AGM June 30 2016,128.25
2016-08-18,Buy BoB Reliance Industries Manish Hathiramani,126.599998
2016-08-17,Punjab releases updated list wilful defaultersPrefer BoB Sanjiv Bhasin,125
2016-08-16,Buy Federal Capital First Ashwani Gujral,122.599998
2016-08-12,Hold South Indian long term Ashu Madan,122.900002
2016-08-11,Buy Sobha HDFC Maruti looks strong Ashwani Gujral,116.25
2016-08-08,Buy Magma Fincorp Infosys Punjab Ashwani Gujral Sell Jet Airways Britannia Voltas buy HDIL OBC Gujral,122.900002
2016-08-03,best bet may hit Rs 227 Indian Rs 147 Rajat Bose,121.599998
2016-08-02,IRB achieves financial closure AgraEtawah road projectBuy Gujarat Pipavav sell NTPC Tata Motors Ashwani Gujral Government aims make 6 big PSU banks 26 media report,122.699997
2016-08-01,Nomura upgrades buy reasonable valuationsSell Bharat Forge Ashok Leyland Ashwani Gujral,122.25
2016-07-29,Punjab Outcome AGM,123.349998
2016-07-28,waives processing fee home car loans till Sep 30,128.949997
2016-07-27,Tulsian tells PSBs Quess Corp IPO sugar stocks Here Sanjiv Bhasins top trading ideas,132.800003
2016-07-26,Here stocks watch July 7,129.300003
2016-07-25,Buy target Rs 117 KR Choksey,130.199997
2016-07-22,Tata Steel look positive Rajat Bose Here investment ideas Prakash Diwan,120.199997
2016-07-21,AprJune net may dip 80 Rs 144 cr KR ChokseyBuy Carborundum Universal Jubilant Food Ashwani Gujral looks strong target Rs 145 CA Rudramurthy BV,123.650002
2016-07-20,Buy Axis BoB Karnataka Bose VIP looks good buy Lakshmi Vilas decline Rajat Bose,129.399994
2016-07-19,Govt allocates Rs 22915 cr PSU recapitalization Super Six Top chart picks July 19,131.149994
2016-07-15,Govt infuse Rs 810 cr capital United IndiaCentral raise Rs 1297 cr via share issue govtWe adequately funded Indian,135.949997
2016-07-14,Punjab Banks Q1 results July 28 2016,132.949997
2016-07-12,See good upmove Eros International sell MM Rajat Bose,126.25
2016-07-11,Buy Ceat Dr Reddys CONCOR Vedanta Sudarshan Sukhani,127.300003
2016-07-07,RBI slaps penalty UCO Allahabad IndiaGo long BoI Apollo Tyres may hit Rs 145 CA Rudramurthy Buy Cadila Healthcare Cipla Rajat Bose Here stock ideas Prakash Diwan,116.849998
2016-07-05,RBI slaps Rs 27cr penalty 13 banks FEMA violationsPNB Q1 profit seen 99 slippages may around Rs 6500 cr Strongly bullish Dr Reddys Labs target Rs 3405 Rajat Bose,113.949997
2016-07-04,Improvement earnings already factored stock Equirus Bad loan recovery account upgrades better Q1 Punjab Banks EGM August 31 2016PNB Q1 profit tanks 57 NPA nearly 14 slippages Rs 7533 cr,112.650002
2016-06-30,Capital infusion Rs 7575 cr boost loan growth SBICheckout SP Tulsians views Dish TV Alembic Pharma sugar Exit Punjab says Ashu Madan Sell Punjab around Rs 130132 Sandeep Wagle Buy Punjab target Rs 165 KRChokseySell target Rs 70 Religare,105.900002
2016-06-29,Gilts net profit Rs 19 crore AprilJune quarter,104.400002
2016-06-27,cuts MCLR rates 005 various tenors August 1,104.349998
2016-06-23,Hold target Rs 120 Axis Direct,99.25
2016-06-22,Hold Punjab target Rs 112 ICICI DirectBuy Tata Steel 370 Call BoB look weak Chandan Taparia,97
2016-06-21,Punjab Banks EGM August 31 2016,97
2016-06-20,Q2 slippages may Rs 20002500 cr range Andhra,96.5
2016-06-17,Buy UPL 660 Call Axis 590 Call 110 Put Gaurav Bissa Sell Tata Motors buy Petronet LNG Sandeep Wagle,94.599998
2016-06-16,Buy State India Punjab Rajat Bose ABG Shipyard board approves restructuring debt,92.599998
2016-06-15,Buy BoI Britannia Ajanta Pharma Voltas Ashwani Gujral,90
2016-06-14,Like Union hit record lows Jai Bala,89.900002
2016-06-10,Buy LIC Housing IGL Biocon may hit Rs 970 Ashwani Gujral,84.199997
2016-06-09,Buy declies advises Ashwani Gujral,82.300003
2016-06-03,Here Ajay Bodkes top trading ideas,76.150002
2016-06-02,Exit says Shahina Mukadam Hold may test Rs 160170 Sandeep Wagle,77.449997
2016-06-01,Buy Oriental Punjab Ashwani Gujral,76.699997
2016-05-31,Outcome EGM,79
2016-05-30,Buy Arvind Gruh Finance sell Bharti Airtel Ashwani Gujral Buy Punj Lloyd SRF CESC Petronet PFC HDFC Gujral,77.199997
2016-05-27,current ac holders pay min balanceNext round capital infusion PSBs post Q3 results,76.599998
2016-05-26,Buy JSW Steel Jubilant Life Sciences Ashwani Gujral,74.550003
2016-05-24,Buy ICICI Glenmark Pharma Ashwani Gujral Buy Kesoram Industries Pidilite Arvind HUL Thacker Here stock ideas SP Tulsian Bulls Eye Buy Pidilite UPL Union Titan Sun TV,71.849998
2016-05-23,Go long HDIL short Infosys CA Rudramurthy BV,72.25
2016-05-20,Buy Yes Apollo Tyres sell HDFC ITC Ashwani Gujral,73.349998
2016-05-19,Here stock ideas Prakash Diwan,74.050003
2016-05-18,IDFC PayTm also issue etoll tags NHAI,76.199997
2016-05-17,Punjab ropes Virat Kohli brand ambassador,73.75
2016-05-16,Gilts shareholders raise borrowing limit Rs 7K Cr,74.949997
2016-05-13,BoB may test Rs 175 Punjab Rs 145 Prakash Gaba Buy HDFC Asian Paints BPCL IFCI sell Marico Thacker,77.599998
2016-05-12,UBI receives Rs 608 cr capital infusion government,79.349998
2016-05-03,Short Andhra BoB Sudarshan Sukhani,82.900002
2016-04-21,Buy Cairn India Mitesh Thacker Buy Zee Entertainment LIC Housing Finance Sandeep Wagle Sell Godrej Industries buy Havells India Sandeep Wagle Buy India Ashwani Gujral,88.599998
2016-03-31,Punjab revises lending rates,84.699997
2016-03-30,may pick stake Rs 500cr credit enhancement fund,85.550003
2016-03-29,Buy PSU banking stocks Niraj Dalal,81.949997
2016-03-21,Punjab cuts fixed deposit rate 03,86.400002
2016-03-17,makes home auto loans attractive govt staff,82.75
2016-03-10,Tulsian stocks watch market corrects Sell Engineers India Jain Irrigation Ashwani Gujral,81.800003
2016-03-08,Here stock ideas Prakash Diwan,81.5
2016-03-04,Q2 PAT seen 581 Rs 4844 cr KR ChokseyPNB climb Rs 150 Tata Chem may test Rs 585 Prakash Gaba Buy Bharat Financial SRF sell HUL Century Tex Gujral Q2 PAT seen 695 Rs 5194 cr Centrum,83
2016-03-03,Like State India Prakash Gaba Buy Petronet LNG TVS Motor BPCL LIC Housing Gujral,79
2016-02-26,cuts lending rate 005,72.5
2016-02-25,plans raise Rs 6000 cr via bonds,71.75
2016-02-24,Wait till earnings investing PSBs SP Tulsian Sell ONFC buy Mahindra Mahindra Ashwani Gujral,72.199997
2016-02-23,Pay income tax dues advance avoid last minute rush RBI,72.699997
2016-02-19,Outcome board meetingPNB Q2 profit seen 33 Rs 417 cr stressed assets key,76.150002
2016-02-18,PNBs asset quality strain may subside quarters ahead Pro Q2 profit falls 11 fall slippages helps NPA improve,72.449997
2016-02-17,Buy Lupin sell Tata Motors DVR Ashwani Gujral Look Biocon Ajanta Pharma give 2530 return Gujral Intent bring gross NPA FY16 levels Chief Buy sell hold Kickstart week 10 stocks,72.650002
2016-02-16,Will cut price auction Kingfisher Villa officialBuy sell hold 8 stocks may buzz traders radar,72.5
2016-02-11,Buy Vedanta Motherson Sumi Sandeep Wagle Buy Baroda Punjab DLF Ashwani Gujral Buy ONGC Zee Entertainment Sudarshan Sukhani,77.050003
2016-02-10,Demonetisation impact NBFCs next 34 months Macquarie Sell MM Financial Asian Paints buy HPCL Ashwani Gujral,79.949997
2016-02-09,Hold target Rs 140 Axis DirectBuy target Rs 165 KR ChokseyBuy target Rs 145 EdelweissBuy Dr Reddys sell ACC Tata Motors Sukhani MSCI India adds 6 companies domestic index,87.75
2016-02-08,Accumulate target Rs 140 Prabhudas LilladherBuy Punjab target Rs 172 Motilal OswalTulsians take natural resources cos metals banks,94.300003
2016-02-05,Deposits Rs 42000 cr come Chief,94.699997
2016-02-03,16 22 PSU banks skip dividend FY16 mounting NPAsPNB cuts deposit rates upto 025,89.25
2016-02-01,Keep bearish view PSU banks till FO expiry SP Tulsian Buy Punjab target Rs 170 Khambatta Securities,90.050003
2016-01-29,Ola teams setting mobile ATMs,91.300003
2016-01-28,Analysts see limited impact banks earnings RBI move,91.400002
2016-01-25,appoints Balbir Singh company secretaryBulls Eye Buy Tata Global Coal India DHFL sell,91.849998
2016-01-20,South Indian lower lending rates Dec,87.25
2016-01-15,Essar Power approaches ICICI lenders recast Rs 6564 cr debtBulls Eye Sell CESC Exide IGL TVS Motor buy Grasim,92.199997
2016-01-12,teams Ola provide mobile ATMs across Delhi NCR,99.650002
2016-01-11,Sell Kotak LT Finance Pidilite buy EIL Gujral,102.900002
2016-01-08,Buy Tech Mahindra BPCL short Punjab Rahul Shah,105.099998
2016-01-07,Lenders seek Andhra govt help saving Rs 10500cr power plant,105.050003
2016-01-06,Sell Amara Raja buy Infosys TCS Ashwani Gujral,109.599998
2016-01-05,Hold Punjab Avinash Gorakshakar,110.599998
2016-01-04,Buy Mastek sell TVS Motor Punjab Ashwani Gujral,112.800003
2017-03-16,Buy Punjab target Rs 184 Motilal OswalAccumulate Punjab target Rs 174 KRChoksey,148.199997
2017-03-09,Buy TCS sell Punjab Ashok Leyland Ashwani Gujral,141.149994
2017-03-08,Punjab Updates,141.25
2017-03-07,Punjab cuts lending base rate 915,141.5
2017-03-06,CBI ED hit roadblock Winsome Diamonds case banks lose hope repayment,141.550003
2017-03-03,Buy LT Finance DHFL Sundram Fasteners IGL BF Utilities LT Ashwani Gujral,139.949997
2017-03-02,Trusted 30 FIIs DIIs LIC see value stocks rose 140 2017,139.25
2017-03-01,Punjab plans raise Rs 5000 cr marketPNBs board meeting September 27 2017,142.649994
2017-02-28,Sell Bosch Mitessh Thakkar,141.399994
2017-02-27,Sell MRF buy ONGC Arvind Mitessh Thakkar raise Rs 11000 cr via various securities,139.649994
2017-02-23,MetLife appoints Ashish Kumar Srivastava MD CEO,140.149994
2017-02-21,Sell Punjab buy Mahindra Mahindra Mitessh Thakkar Sell Punjab buy Britannia Industries Ashwani Gujral,143.800003
2017-02-20,Buy Punjab Britannia Industries Oberoi Realty Ashwani Gujral,143.050003
2017-02-17,Buy Punjab EID Parry Ashwani Gujral EEPC signs pact export finance,140.25
2017-02-13,Top buy sell ideas Mitessh Thakkar Ashwani Gujral Prakash Gaba October 25,142.350006
2017-02-09,Buy Punjab Indraprastha Gas BPCL Ashwani Gujral News Live GST current form fraud says former PM Manmohan Singh,144.649994
2017-02-08,Keep Rs 160 stoploss Shahina Mukadam,149.899994
2017-02-07,See upside Prakash Gaba Hold says Mayuresh Joshi,151.649994
2017-02-06,Buy Punjab Maruti Suzuki Jain Irrigation Systems Rahul Shah News asithappened Union ministers highlight govts fight black money,149.199997
2017-01-31,Chief expects 5 NPA accounts first RBI list find resolution,135.550003
2017-01-30,Punjab close shift 300 lossmaking branches year,137.649994
2017-01-20,Action Construction Equipment tie farm machinery financingNews highlights day Honda recalling 900000 minivans seats may tip forward,127.949997
2017-01-18,Bad loan sales ARCs must 100 cash interim funds provided Arcil chief,130.350006
2017-01-17,raises bulk deposit rate 05,130.25
2017-01-16,Hold Punjab Prakash Gaba,128.699997
2017-01-11,gets shareholders nod raising Rs 5000 cr market,123.599998
2017-01-10,raises Rs1315cr stake sale Housing FinanceNews Highlights Day Chinese lenders may pursue RCom insolvency court,119.400002
2017-01-09,Punjab raise Rs 5000 cr via QIP News Highlights Ruias clear Rs 891 crore additional payout Essar Oil shareholders,119.75
2017-01-06,Sell buy Parag Milk Prabhat Dairy Hexaware Sudarshan Sukhani Punjab raises Rs 5000 cr via QIPNews Highlights Day Bankers decide refer 2223 large NPA accounts NCLT,119.050003
2017-01-05,Union raise Rs 7000 cr via QIP,117.650002
2017-01-04,Bulls Eye Buy NMDC Bata DCB DHFL Reliance Infra Arvind,115.25
2017-01-03,Sell ICICI buy Manappuram Finance CA Rudramurthy Sell buy State Trading Corporation Ashwani Gujral,118.050003
2017-01-02,Interest rates bottomed banks treasury income pressure chief,115.599998
